nomsuc2,numinv,caract,marca,color,moduni,numser,nomsuc1,diasapar,nomvenapar,diaseninv,numfacc,fecreg,tipocompra,obs_veh,nummot,numinv2,tipuni,llaves,desnac_imp,modellinea,descvers,ctoori,ctocon,ctototal
"PEÑUELA","30972","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG6TL840535","CORDOBA",0,"",73,"4152090",09/06/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16508490P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA ORIZABA","30985","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","NEGRO/NEGRO CON AZUL","2026","3N1CN9AG1TL843472","ORIZABA",0,"",72,"4152860",10/06/2026,"PV3","DISPONIBLE","HR16515970P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA SALINA CRUZ","30999","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG3TL838600","SALINA CRUZ",0,"",72,"4153064",10/06/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16508754P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","31140","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CN9AG1TL843522","CORDOBA",0,"",60,"4158705",22/06/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16515913P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","31141","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG1TL843097","TUXTEPEC",0,"",60,"4158887",22/06/2026,"PV3","PORTA PLACAS","HR16514637P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA SALINA CRUZ","31147","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG8TL843971","SALINA CRUZ",0,"",60,"4158888",22/06/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16517077P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","31257","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CN9AG4TL842008","TUXTEPEC",0,"",53,"4165363",29/06/2026,"PV3","PORTA PLACAS","HR16511307P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","31258","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG1TL849319","TUXTEPEC",0,"",53,"4165362",29/06/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16521464P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"PEÑUELA","31283","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG5TL850067","CORDOBA",0,"",52,"4166125",30/06/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16523001P","","VEMA7","","NACIONAL","","",332036.26,0.00,332036.26
"BODEGA TUXTEPEC","31628","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","AZUL ACERO/NEGRO","2026","3N1CN9AG3TL856868","TUXTEPEC",0,"",16,"4182675",05/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16533215P","","VEMA7","","NACIONAL","","",332167.10,0.00,332167.10
"BODEGA JUCHITAN","31641","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG8TL857045","JUCHITAN",0,"",16,"4182676",05/08/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16530881P","","VEMA7","","NACIONAL","","",332167.10,0.00,332167.10
"BODEGA SALINA CRUZ","31647","VERSA ADVANCE T/M 1.6 LTS 118 HP","NISSAN","GRIS /NEGRO","2026","3N1CN9AG2TL856943","SALINA CRUZ",0,"",16,"4182674",05/08/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16530861P","","VEMA7","","NACIONAL","","",332167.10,0.00,332167.10
"BODEGA CORDOBA","29507","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL817514","CORDOBA",0,"",178,"4098117",24/02/2026,"PCN","DEMO | FLOTILLA","HR16479650P","","VEMS7","","NACIONAL","","",299700.26,0.00,299700.26
"PEÑUELA","29976","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG6TL822665","CORDOBA",0,"",150,"4116215",24/03/2026,"PV3","DISPONIBLE","HR16486167P","","VEMS7","","NACIONAL","","",299700.26,0.00,299700.26
"PEÑUELA","29977","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG6TL826036","CORDOBA",0,"",150,"4116217",24/03/2026,"PV3","DISPONIBLE","HR16490027P","","VEMS7","","NACIONAL","","",299700.26,0.00,299700.26
"BODEGA JUCHITAN","30033","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG6TL822620","JUCHITAN",0,"",150,"4116437",24/03/2026,"PV3","DISPONIBLE","HR16486195P","","VEMS7","","NACIONAL","","",299700.26,0.00,299700.26
"BODEGA SALINA CRUZ","30051","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL826830","SALINA CRUZ",0,"",150,"4116436",24/03/2026,"PV3","PORTAPLACAS NISSAN $ 1,130 + TAPETES RIGIDOS $ 1,340 + GANCHO CAJUELA P/BOLSAS $ 740","HR16489595P","","VEMS7","","NACIONAL","","",299700.26,0.00,299700.26
"BODEGA TIERRABLANCA","30347","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL832871","TIERRA BLANCA",0,"",119,"4129628",24/04/2026,"PV3","DISPONIBLE","HR16500063P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"PEÑUELA","30444","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG0TL833578","CORDOBA",0,"",113,"4134022",30/04/2026,"PV3","DISPONIBLE","HR16498571P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA JUCHITAN","30459","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG9TL833501","JUCHITAN",0,"",113,"4134118",30/04/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16498558P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA JUCHITAN","30562","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AGXTL834625","JUCHITAN",0,"",98,"4139121",15/05/2026,"PV3","DISPONIBLE","HR16500182P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA SALINA CRUZ","30602","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AGXTL837332","SALINA CRUZ",0,"",95,"4139965",18/05/2026,"PV3","DISPONIBLE","HR16507368P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"PEÑUELA","30810","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG4TL839528","CORDOBA",0,"",84,"4147226",29/05/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16510024P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA JUCHITAN","30823","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG9TL839881","JUCHITAN",0,"",84,"4146297",29/05/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16508741P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA SALINA CRUZ","31019","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG8TL844022","SALINA CRUZ",0,"",70,"4154004",12/06/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16517048P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA TUXTEPEC","31023","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG4TL842672","TUXTEPEC",0,"",69,"4154399",13/06/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16514664P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA TIERRABLANCA","31195","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AGXTL848766","TIERRA BLANCA",0,"",56,"4161976",26/06/2026,"PV3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16522581P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA TUXTEPEC","31465","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG8TL854176","TUXTEPEC",0,"",24,"4177169",28/07/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16530137P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA SALINA CRUZ","31474","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","PLATA/NEGRO","2026","3N1CN9AG9TL850525","SALINA CRUZ",0,"",24,"4177170",28/07/2026,"PV3","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16523362P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA CORDOBA","31554","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG3TL856188","CORDOBA",0,"",21,"4180973",31/07/2026,"PV3","DISPONIBLE | FISICO EN HUATUSCO","HR16531150P","","VEMS7","","NACIONAL","","",299822.26,0.00,299822.26
"BODEGA ORIZABA","31609","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","BLANCO PERLADO/NEGRO","2026","3N1CN9AG0TL856018","ORIZABA",0,"",16,"4182575",05/08/2026,"PV3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16532124P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"BODEGA ORIZABA","31745","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG4TL855468","ORIZABA",0,"",7,"4187161",14/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16529224P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"BODEGA ORIZABA","31746","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG9TL855367","ORIZABA",0,"",7,"4187163",14/08/2026,"PV3","(ORIZABA), CANAL ASIG. : AVR - DISTR. EN WEB","HR16529747P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"PEÑUELA","31750","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG9TL855143","CORDOBA",0,"",7,"4187162",14/08/2026,"PV3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : AVR - DISTR. EN WEB","HR16532781P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"EN TRANSITO","31753","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG0TL857346","TUXTEPEC",0,"SIRENIA DIAZ LAVALLE",7,"4187238",14/08/2026,"PV3","21/08/26 524 SAMUEL LOPEZ RAMOS","HR16532748P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"EN TRANSITO","31754","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AG1TL857341","TUXTEPEC",0,"",7,"4187239",14/08/2026,"PV3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR - DISTR. EN WEB","HR16532733P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"EN TRANSITO","31757","VERSA SENSE T/M 1.6 LTS 118 HP","NISSAN","ROJO BURDEOS/NEGRO","2026","3N1CN9AGXTL857340","JUCHITAN",0,"",7,"4187241",14/08/2026,"PV3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : AVR - DISTR. EN WEB","HR16532406P","","VEMS7","","NACIONAL","","",299953.10,0.00,299953.10
"BODEGA ORIZABA","30860","X-TRAIL ADVANCE CVT 2.5LTS 2 ROW","NISSAN","GRIS VOLCANICO/NEGRO","2027","JN8AT3MT3VW102094","ORIZABA",0,"",82,"6390870",31/05/2026,"PV6","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25748828F","","X2CA1","","IMPORTADO","","",456949.26,0.00,456949.26
"BODEGA ORIZABA","30861","X-TRAIL ADVANCE CVT 2.5LTS 2 ROW","NISSAN","ROJO BURDEOS/NEGRO","2027","JN8AT3MT6VW101585","ORIZABA",0,"",82,"6397660",31/05/2026,"PV6","ORG DE CAJUELA + TAPETE","PR25745576F","","X2CA1","","IMPORTADO","","",456949.26,4894.66,461843.92
"PEÑUELA","30882","X-TRAIL ADVANCE CVT 2.5LTS 2 ROW","NISSAN","GRIS VOLCANICO/NEGRO","2027","JN8AT3MTXVW101105","CORDOBA",0,"",82,"6397680",31/05/2026,"PV6","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25745097F","","X2CA1","","IMPORTADO","","",456949.26,0.00,456949.26
"BODEGA SALINA CRUZ","30902","X-TRAIL ADVANCE CVT 2.5LTS 2 ROW","NISSAN","ROJO BURDEOS/NEGRO","2027","JN8AT3MT7VW101451","SALINA CRUZ",0,"",82,"6398140",31/05/2026,"PV6","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : AVR/MAR - DIRECTA NMX","PR25744647F","","X2CA1","","IMPORTADO","","",456949.26,0.00,456949.26
"BODEGA JUCHITAN","31050","X-TRAIL ADVANCE CVT 2.5LTS 2 ROW","NISSAN","ROJO BURDEOS/NEGRO","2027","JN8AT3MT7VW102549","JUCHITAN",0,"",67,"6407170",15/06/2026,"PV6","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25749026F","","X2CA1","","IMPORTADO","","",456949.26,0.00,456949.26
"BODEGA JUCHITAN","31533","X-TRAIL ADVANCE CVT 2.5LTS 2 ROW","NISSAN","ARENA/NEGRO","2027","JN8AT3MTXVW105994","JUCHITAN",0,"",22,"6519100",30/07/2026,"PV6","19/08/26 FLOTA RIVERA MARCELO FERNANDO | TOMA DE INVENTARIO","PR25760429F","","X2CA1","","IMPORTADO","","",456949.26,0.00,456949.26
"BODEGA TUXTEPEC","30012","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MTXTW071875","TUXTEPEC",0,"",150,"6222900",24/03/2026,"PV6","LODERAS TRASERAS, PORTAPLACA, CENICERO CON LUZ","PR25721165F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA JUCHITAN","30038","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MT4TW071659","JUCHITAN",1,"SAMUEL CASANOVA VELA",150,"6222890",24/03/2026,"PV6","20/08/26 525 HÉCTOR GÓMEZ RODRIGUEZ","PR25719602F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA SALINA CRUZ","30089","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS VOLCANICO/NEGRO","2026","JN8AT3MTXTW072184","SALINA CRUZ",0,"",149,"6228070",25/03/2026,"PV6","PORTAPLACA  Y CENICERO CON LUZ","PR25717319F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA JUCHITAN","30104","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MT4TW073752","JUCHITAN",0,"",148,"6230440",26/03/2026,"PV6","DISPONIBLE | EXHIBIDA EN MATIAS ROMERO","PR25727450F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA SALINA CRUZ","30109","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MT2TW072020","SALINA CRUZ",0,"",148,"6230430",26/03/2026,"PV6","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : AVR/MAR - DIRECTA NMX","PR25721943F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA ORIZABA","30125","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MT3TW073712","ORIZABA",0,"",147,"6232440",27/03/2026,"PV6","DISPONIBLE","PR25727371F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA ORIZABA","30134","XTRAIL ADVANCE 2 ROW","NISSAN","ROJO BURDEOS/NEGRO","2026","JN8AT3MT2TW072440","ORIZABA",0,"",147,"6233500",27/03/2026,"PV6","ORG DE CAJUELA + TAPETE","PR25723388F","","X2CA3","","IMPORTADO","","",508517.70,4894.66,513412.36
"PEÑUELA","30180","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MT2TW072082","CORDOBA",0,"",144,"6240100",30/03/2026,"PV6","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : AVR/MAR - DIRECTA NMX","PR25721125F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA TUXTEPEC","30184","XTRAIL ADVANCE 2 ROW","NISSAN","AZUL IMPERIAL/NEGRO","2026","JN8AT3MT9TW073374","TUXTEPEC",0,"",144,"6240640",30/03/2026,"PV6","PORTAPLACA","PR25726691F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA TUXTEPEC","30185","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2026","JN8AT3MT1TW071778","TUXTEPEC",0,"",144,"6240630",30/03/2026,"PV6","PORTAPLACA","PR25720714F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA ORIZABA","30247","XTRAIL ADVANCE 2 ROW","NISSAN","GRIS VOLCANICO/NEGRO","2026","JN8AT3MT2TW070770","ORIZABA",0,"",143,"6258060",31/03/2026,"PV6","UNIDAD ROTULADA EN EXHIBICION - SALA","PR25716639F","","X2CA3","","IMPORTADO","","",508517.70,137.84,508655.54
"BODEGA TIERRABLANCA","30250","XTRAIL ADVANCE 2 ROW","NISSAN","AZUL IMPERIAL/NEGRO","2026","JN8AT3MTXTW073982","TIERRA BLANCA",0,"",143,"6258070",31/03/2026,"PV6","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : AVR/MAR - DIRECTA NMX","PR25727867F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA TUXTEPEC","30253","XTRAIL ADVANCE 2 ROW","NISSAN","AZUL IMPERIAL/NEGRO","2026","JN8AT3MT8TW071826","TUXTEPEC",0,"",143,"6258210",31/03/2026,"PV6","LAMPARA, LODERAS FRONTAL, LODERAS TRASERA, TAPETES USO RUDO","PR25720951F","","X2CA3","","IMPORTADO","","",508517.70,0.00,508517.70
"BODEGA TUXTEPEC","30233","XTRAIL E-POWER PLATINUM 2 ROW","NISSAN","GRIS VOLCANICO BITONO/NEGRO","2026","JN8CT3MT7TW012260","TUXTEPEC",0,"",143,"6256770",31/03/2026,"PDE","DEMO | TUXTEPEC 31/03/26","KR15430380C","","X2CAX","","IMPORTADO","","",734931.69,24287.72,759219.41
"BODEGA ORIZABA","30245","XTRAIL E-POWER PLATINUM 2 ROW","NISSAN","BLANCO SATINADO BITONO/NEGRO","2026","JN8CT3MT8TW012574","ORIZABA",0,"",143,"6255860",31/03/2026,"PDE","DEMO | ORIZABA 31/03/26 | BARRAS TECHO, LODERAS DEL Y TRAS, PORTAPLACAS, PORTAEQ,TAPETES USO RUDO","KR15437736C","","X2CAX","","IMPORTADO","","",734931.69,23181.16,758112.85
"BODEGA CORDOBA","30258","XTRAIL E-POWER PLATINUM 2 ROW","NISSAN","BLANCO SATINADO BITONO/NEGRO","2026","JN8CT3MT1TW012366","CORDOBA",0,"",143,"6258080",31/03/2026,"PDE","DEMO | CORDOBA 31/03/26","KR15432056C","","X2CAX","","IMPORTADO","","",734931.69,0.00,734931.69
"BODEGA TIERRABLANCA","30749","XTRAIL E-POWER E-4ORCE PLATINUM 2 ROW","NISSAN","AZUL MEDITERRANEO BITONO/NEGRO","2027","JN8DT3MW9VW000192","TIERRA BLANCA",0,"",85,"6376530",28/05/2026,"PV6","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : ALLOCAT - INDEFINIDO","KR15504856A","","X2CAX","","IMPORTADO","","",687259.68,0.00,687259.68
"EN TRANSITO","31048","XTRAIL E-POWER E-4ORCE PLATINUM 2 ROW","NISSAN","AZUL MEDITERRANEO BITONO/NEGRO","2027","JN8DT3MW1VW000350","TUXTEPEC",0,"",67,"6407180",15/06/2026,"PDE","DEMO | TUXTEPEC 16 JUN 26","KR15511547A","","X2CAX","","IMPORTADO","","",687259.68,0.00,687259.68
"BODEGA JUCHITAN","31051","XTRAIL E-POWER E-4ORCE PLATINUM 2 ROW","NISSAN","GRIS VOLCANICO BITONO/NEGRO","2027","JN8DT3MW6VW000375","JUCHITAN",0,"",67,"6407190",15/06/2026,"PV6","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","KR15512039A","","X2CAX","","IMPORTADO","","",687259.68,0.00,687259.68
"EN TRANSITO","31062","XTRAIL E-POWER E-4ORCE PLATINUM 2 ROW","NISSAN","AZUL MEDITERRANEO BITONO/NEGRO","2027","JN8DT3MW7VW000336","CORDOBA",0,"",66,"6407670",16/06/2026,"PDE","DEMO | CORDOBA 16 JUNIO 26","KR15510973A","","X2CAX","","IMPORTADO","","",687259.68,0.00,687259.68
"BODEGA TUXTEPEC","31156","XTRAIL E-POWER E-4ORCE PLATINUM 2 ROW","NISSAN","BLANCO SATINADO/NEGRO","2027","JN8DT3MW4VW000388","TUXTEPEC",0,"",59,"6418860",23/06/2026,"PV6","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","KR15512488A","","X2CAX","","IMPORTADO","","",687259.68,0.00,687259.68
"BODEGA ORIZABA","31319","X-TRAIL EXCLUSIVE E-POWER E-4ORCE 2 ROW","NISSAN","GRIS OXFORD/NEGRO","2027","JN8CT3MT5VW100291","ORIZABA",0,"",46,"6463880",06/07/2026,"PV6","DISPONIBLE","KR15516585A","","X2CH1-9","","IMPORTADO","","",574983.77,132.84,575116.61
"BODEGA SALINA CRUZ","31020","XTRAIL PLATINUM  2 ROW CVT 2.5LTS","NISSAN","ARENA/NEGRO","2027","JN8AT3MTXVW102688","SALINA CRUZ",0,"",70,"6406220",12/06/2026,"PV6","(SALINA CRUZ) (# CONCS. : 00526), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25751377F","","X2CP3","","IMPORTADO","","",540303.76,0.00,540303.76
"BODEGA JUCHITAN","31145","XTRAIL PLATINUM  2 ROW CVT 2.5LTS","NISSAN","GRIS VOLCANICO/NEGRO","2027","JN8AT3MT9VW103685","JUCHITAN",0,"",60,"6415660",22/06/2026,"PV6","DISPONIBLE","PR25753710F","","X2CP3","","IMPORTADO","","",540303.76,0.00,540303.76
"BODEGA ORIZABA","31221","XTRAIL PLATINUM  2 ROW CVT 2.5LTS","NISSAN","GRIS VOLCANICO BITONO/NEGRO","2027","JN8AT3MT7VW104172","ORIZABA",0,"",54,"6439800",28/06/2026,"PV6","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25751321F","","X2CP3","","IMPORTADO","","",540303.76,0.00,540303.76
"PEÑUELA","31225","XTRAIL PLATINUM  2 ROW CVT 2.5LTS","NISSAN","ROJO BURDEOS/NEGRO","2027","JN8AT3MT6VW104700","CORDOBA",0,"",55,"6435840",27/06/2026,"PV6","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25757063F","","X2CP3","","IMPORTADO","","",540303.76,0.00,540303.76
"BODEGA TUXTEPEC","31234","XTRAIL PLATINUM  2 ROW CVT 2.5LTS","NISSAN","GRIS OXFORD/NEGRO","2027","JN8AT3MT7VW104169","TUXTEPEC",1,"FLAVIA BAUTISTA SARM",55,"6437070",27/06/2026,"PV6","20/08/26 416 MISURI ARELI LOZANO ROSALES | PORTAPLACA, CENICERO CON LUZ","PR25751307F","","X2CP3","","IMPORTADO","","",540303.76,0.00,540303.76
"BODEGA TUXTEPEC","31469","XTRAIL PLATINUM  2 ROW CVT 2.5LTS","NISSAN","GRIS VOLCANICO BITONO/NEGRO","2027","JN8AT3MT9VW105677","TUXTEPEC",0,"",24,"6514480",28/07/2026,"PV6","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","PR25759838F","","X2CP3","","IMPORTADO","","",540303.76,0.00,540303.76
"EN TRANSITO","30608","XTRAIL PLATINUM PLUS 2 ROW 2.5LTS 2 ROW","NISSAN","ARENA BITONO/NEGRO","2027","JN8AT3MT8VW100597","TIERRA BLANCA",0,"",94,"6335450",19/05/2026,"PDE","DEMO | TIERRA BLANCA 20 MAY 26","PR25743822F","","X3CE2-1","","IMPORTADO","","",586481.26,0.00,586481.26
"EN TRANSITO","30615","XTRAIL PLATINUM PLUS 2 ROW 2.5LTS 2 ROW","NISSAN","ARENA BITONO/NEGRO","2027","JN8AT3MTXVW100214","TUXTEPEC",0,"",94,"6335730",19/05/2026,"PDE","DEMO | TUXTEPEC 20 MAY 26","PR25741735F","","X3CE2-1","","IMPORTADO","","",586481.26,0.00,586481.26
"BODEGA JUCHITAN","30618","XTRAIL PLATINUM PLUS 2 ROW 2.5LTS 2 ROW","NISSAN","ARENA BITONO/NEGRO","2027","JN8AT3MT5VW100198","JUCHITAN",0,"",94,"6335720",19/05/2026,"PDE","DEMO | 20 MAY 26 | TAPETS USORUDO,PORTAPLACA,PORTAEQ,LODERAS FRON Y TRAS,BARRAS TECHO","PR25742259F","","X3CE2-1","","IMPORTADO","","",586481.26,0.00,586481.26
